OBJECTID_1,OBJECTID,District,Route,Rte_SFX,County,PM_PFX,Postmile,PM_SFX,Descriptn,Back_pk_h,Back_pk_m,Back_AADT,Ahead_pk_h,Ahead_pk_m,Ahead_AADT,Lon_S_or_W,Lat_S_or_W,Lon_N_or_E,Lat_N_or_E
5665,5665,10,4, ,ALP, ,3.89, ,LAKE ALPINE,270,1600,1200,220,1250,950,-120.0030787,38.47826998,-120.0030787,38.47826998
5666,5666,10,4, ,ALP, ,18.556, ,EBBETTS PASS SUMMIT (ELEV. 8730 FEET),120,710,490,120,710,490,-119.8135308,38.54351057,-119.8135308,38.54351057
5667,5667,10,4, ,ALP, ,31.677, ,"BULLION;JCT 89",120,710,490, , , ,-119.7264268,38.66051772,-119.7264268,38.66051772
5668,5668,10,5, ,MER, ,0, ,FRESNO/MERCED COUNTY LINE, , , ,5600,45500,38000,-120.7773254,36.85488621,-120.7770569,36.8551169
5669,5669,10,5, ,MER, ,6.28, ,JCT. RTE. 165 NORTH,3900,35500,30000,5800,49500,41500,-120.8406762,36.93019744,-120.8403645,36.93037146
5670,5670,10,5, ,MER, ,17.578, ,JCT. RTE. 152,5800,49500,41500,4200,39000,34600,-120.9700136,37.05666723,-120.9696154,37.05673206
5671,5671,10,5, ,MER, ,21.839, ,JCT. RTE. 33,4200,39000,34600,3100,46000,43000,-121.0157902,37.10603023,-121.0157421,37.1065164
5672,5672,10,5, ,MER, ,23.6, ,NORTH OF ROUTE 33 @ SANTA NELLA TRUCK SCALES,4000,37000,32500,4600,46000,43000,-121.0314254,37.12839833,-121.0312184,37.12872264
5673,5673,10,5, ,MER, ,32.391, ,JCT. RTE. 140 EAST,4600,48000,43700,4150,43500,42300,-121.0888144,37.24502939,-121.0884607,37.24518626
5674,5674,10,5, ,MER, ,32.477, ,MERCED/STANISLAUS COUNTY LINE,4150,43500,42300, , , ,-121.0890418,37.24592529,-121.0887126,37.24614796
5675,5675,10,5, ,STA, ,0, ,MERCED/STANISLAUS COUNTY LINE, , , ,3800,46500,45700,-121.0890418,37.24592529,-121.0887126,37.24614796
5676,5676,10,5, ,STA, ,5.505, ,STUHR ROAD,3800,45000,44100,3800,45000,44100,-121.1101381,37.32535833,-121.1098212,37.32556623
5677,5677,10,5, ,STA, ,10.719, ,FINK ROAD,3800,45000,44100,3800,45000,44100,-121.1383492,37.39727322,-121.1380048,37.39737727
5678,5678,10,5, ,STA, ,15.855, ,DEL PUERTO CANYON ROAD/SPERRY AVENUE,4150,46500,45200,4750,57000,51500,-121.1803885,37.46345267,-121.1800036,37.463623
5679,5679,10,5, ,STA, ,22.992, ,INGRAM CREEK (HOWARD ROAD),4750,57000,51500,4400,52000,45500,-121.2676535,37.53987067,-121.2673997,37.54008411
5680,5680,10,5, ,STA, ,28.055, ,STANISLAUS/SAN JOAQUIN COUNTY LINE,4400,52000,45500, , , ,-121.333975,37.59087976,-121.333611,37.59120529
5681,5681,10,5, ,SJ, ,0, ,STANISLAUS/SAN JOAQUIN COUNTY LINE, , , ,4400,52000,45500,-121.333975,37.59087976,-121.333611,37.59120529
5682,5682,10,5, ,SJ, ,0.053, ,BEGIN RIGHT ALIGN,3500,50000,48000, , , ,-121.334718,37.59140888,-121.3342988,37.59173646
5683,5683,10,5, ,SJ, ,0.68,R,"JCT. RTE. 580 WEST, RIGHT ALIGN", , , ,1800,27000,25000,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-121.3412264,37.59861672
5684,5684,10,5, ,SJ, ,1.035,R,END RIGHT ALIGN,1800,27000,25000, , , ,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-121.3426594,37.60380338
5685,5685,10,5, ,SJ, ,0.053,L,"BEGIN LEFT ALIGN, DUM SB ON FR RTE 580", , , ,1800,27000,25000,-121.334718,37.59140888,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
5686,5686,10,5, ,SJ, ,0.68,L,"JCT. RTE. 580 WEST, LEFT ALIGN",1800,27000,25000,1800,27000,25000,-121.3425846,37.59781375,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
5687,5687,10,5, ,SJ, ,1.1,L,"END LEFT ALIGN, HOSPITAL CR BR",1800,27000,25000, , , ,-121.3430268,37.60380921,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
5688,5688,10,5, ,SJ, ,3.444, ,JCT. RTE. 132,4000,32000,30500,3050,35000,31400,-121.3432691,37.63776801,-121.3429019,37.63779945
5689,5689,10,5, ,SJ, ,6.467, ,JCT. RTE. 33 SOUTH,3050,35000,31400,2450,31500,27500,-121.3434744,37.68162264,-121.3430992,37.68159825
5690,5690,10,5, ,SJ, ,11.056, ,KASSON ROAD,2450,31500,27500,2200,25500,24900,-121.3438926,37.74816464,-121.3435194,37.74811504
5691,5691,10,5, ,SJ,R,11.801, ,"OLD ROUTE 50; 11TH STREET",2200,25500,24900,3350,48500,47000,-121.342775,37.75874784,-121.3422563,37.75876139
5692,5692,10,5, ,SJ,R,12.623, ,JCT. RTE. 205 WEST,3500,50000,49000,10100,157000,152000,-121.3322466,37.76705144,-121.3316626,37.76704003
5693,5693,10,5, ,SJ,R,14.834, ,JCT. RTE. 120 EAST,10100,157000,152000,9300,136000,129000,-121.3023569,37.7885865,-121.3019985,37.78858987
5694,5694,10,5, ,SJ,R,17.516, ,LATHROP ROAD,8500,119000,114500,13300,135000,133000,-121.2903063,37.8261451,-121.2899935,37.82611654
5695,5695,10,5, ,SJ,R,20.951, ,FRENCH CAMP OVERCROSSING,10300,104000,103000,10300,109000,107000,-121.2779864,37.87466656,-121.2777063,37.87496264
5696,5696,10,5, ,SJ,R,21.439, ,MATHEWS ROAD,10100,108000,105000,10100,108000,105000,-121.2789914,37.88189802,-121.278637,37.88185296
5697,5697,10,5, ,SJ,R,22.508, ,FRENCH CAMP TURNPIKE,10100,108000,105000,11900,143000,140700,-121.2839095,37.89694288,-121.2836075,37.89704255
5698,5698,10,5, ,SJ, ,24.637, ,"STOCKTON, EIGHTH STREET",10800,130000,128000,11600,141000,138000,-121.2945716,37.92650849,-121.2942533,37.92657674
5699,5699,10,5, ,SJ, ,25.365, ,"STOCKTON, JCT. RTE. 4",13500,161000,152000,15400,149000,132000,-121.2976929,37.93675025,-121.2974045,37.93680871
5700,5700,10,5, ,SJ, ,26.185, ,"STOCKTON, JCT. RTE. 4",14100,149000,132000,14100,149000,130000,-121.3007914,37.94824234,-121.3005955,37.94840605
5701,5701,10,5, ,SJ, ,26.991, ,PERSHING AVENUE,11600,136000,121000,11400,119000,116500,-121.3128725,37.95492185,-121.3126389,37.95506768
5702,5702,10,5, ,SJ, ,27.906, ,"STOCKTON, MONTE DIABLO AVENUE",11500,134000,118000,12900,107000,94000,-121.3292151,37.95694379,-121.3289005,37.95708138
5703,5703,10,5, ,SJ, ,28.533, ,COUNTRY CLUB BOULEVARD,12900,107000,94000,13200,121000,106000,-121.3355001,37.96406578,-121.3351951,37.96413291
5704,5704,10,5, ,SJ, ,29.516, ,PLYMOUTH RD/RYDE AVE,13200,121000,106000,12900,125000,111000,-121.3409176,37.97778299,-121.3406001,37.97791142
5705,5705,10,5, ,SJ, ,29.99, ,"STOCKTON, MARCH LANE",12900,125000,111000,11900,120000,106000,-121.3435175,37.98432678,-121.343221,37.98445806
5706,5706,10,5, ,SJ, ,31.451, ,BENJAMIN HOLT DRIVE,11900,120000,106000,11500,112000,99000,-121.3514959,38.00455551,-121.3511795,38.00469546
5707,5707,10,5, ,SJ, ,32.664, ,"STOCKTON, HAMMER LANE",13900,127000,119500,10300,78000,73000,-121.3588927,38.02113232,-121.3585684,38.02120628
5708,5708,10,5, ,SJ, ,35.302, ,ATHERTON/EIGHT MILE ROADS,10300,87000,74000,6700,80000,63000,-121.3727744,38.05766181,-121.3724562,38.05777123
5709,5709,10,5, ,SJ, ,39.573, ,JCT. RTE. 12,6500,83000,77300,4700,69000,66000,-121.3981292,38.11597864,-121.3977739,38.11598426
5710,5710,10,5, ,SJ, ,44.712, ,PELTIER ROAD,5200,67000,61000,5400,67000,61900,-121.4049114,38.18927208,-121.4044917,38.18929648
5711,5711,10,5, ,SJ, ,47.602, ,WALNUT GROVE ROAD,5100,60000,54300,5300,65000,57700,-121.4308195,38.22580314,-121.4304891,38.22594331
5712,5712,10,5, ,SJ, ,49.819, ,SAN JOAQUIN/SACRAMENTO COUNTY LINE,6400,60000,56600, , , ,-121.4480548,38.2547366,-121.4477095,38.25487429
5713,5713,10,12, ,SJ, ,0, ,SACRAMENTO/SAN JOAQUIN COUNTY LINE, , , ,1850,18900,18200,-121.5796368,38.12575282,-121.5796368,38.12575282
5714,5714,10,12, ,SJ, ,5.39, ,GLASSCOCK ROAD/TOWER PARKWAY,1800,22300,20100,1850,23100,20600,-121.485656,38.11542178,-121.485656,38.11542178
5715,5715,10,12, ,SJ, ,8.83, ,GUARD RD,1850,23700,21200,1900,23500,22700,-121.4225692,38.11609212,-121.4225793,38.11600346
5716,5716,10,12, ,SJ, ,10.167, ,JCT. RTE. 5,1900,23500,22700,1950,24200,23000,-121.3980168,38.11610888,-121.397966,38.11594478
5717,5717,10,12, ,SJ, ,10.3, ,THORNTON ROAD,1600,16700,15000,1300,14900,12200,-121.3954378,38.11612138,-121.3954356,38.11592396
5718,5718,10,12, ,SJ, ,15.155, ,LOWER SACRAMENTO ROAD,1300,19900,16300,2350,15700,11100,-121.3058587,38.11550939,-121.306515,38.11551797
5719,5719,10,12, ,SJ, ,16.44, ,SOUTH HAM LANE,3450,25000,23600,2450,27000,23100,-121.2881483,38.11551477,-121.2881669,38.11539149
5720,5720,10,12, ,SJ, ,16.931, ,"LODI, SOUTH HUTCHINS STREET",2700,32000,24000,2700,31000,23900,-121.2789855,38.11548213,-121.2789857,38.1153707
5721,5721,10,12, ,SJ, ,17.7, ,"LODI, CENTRAL AVENUE",2250,25000,19900,1900,24200,18800,-121.264997,38.11617838,-121.264998,38.11605278
5722,5722,10,12, ,SJ, ,17.95, ,"LODI, CHEROKEE LANE",2150,27000,21500,1900,23000,18700,-121.2602687,38.11638642,-121.2602749,38.11626826
5723,5723,10,12, ,SJ, ,18.08, ,"LODI, JCT. RTE. 99",2450,26500,24000,1100,12500,10100,-121.2578914,38.1163258,-121.2578946,38.11624072
5724,5724,10,12, ,SJ, ,18.36, ,"LODI, CLUFF AVENUE",1100,12500,10400,950,11500,10300,-121.2525618,38.13765684,-121.252553,38.13758921
5725,5725,10,12, ,SJ, ,20.9, ,VICTOR BRUELLA ROAD,890,10700,9000,890,9600,8700,-121.205987,38.13793378,-121.205987,38.13793378
5726,5726,10,12, ,SJ,L,23.286, ,"LOCKEFORD, JCT. RTE. 88",670,6300,5750,760,7300,6300,-121.162333,38.138691,-121.162333,38.138691
5727,5727,10,12, ,SJ, ,27.642, ,SAN JOAQUIN/CALAVERAS COUNTY LINE,760,7300,5400, , , ,-120.9870884,38.20479429,-120.9870884,38.20479429
5728,5728,10,12, ,CAL, ,0, ,SAN JOAQUIN/CALAVERAS COUNTY LINE, , , ,730,7400,5400,-120.9870884,38.20479429,-120.9870884,38.20479429
5729,5729,10,12, ,CAL, ,0.63, ,"WALLIS, COMANCHE PARKWAY",730,7400,5400,660,6800,5000,-120.980609,38.19769178,-120.980609,38.19769178
5730,5730,10,12, ,CAL, ,6.3, ,"BURSON, BURSON ROAD",770,6400,6100,1250,7700,7400,-120.8904227,38.18353822,-120.8904227,38.18353822
5731,5731,10,12, ,CAL, ,9.78, ,"VALLEY SPRINGS, PINE STREET",950,6700,6000,1000,6800,6200,-120.8304853,38.18964611,-120.8304853,38.18964611
5732,5732,10,12, ,CAL, ,9.927, ,"VALLEY SPRINGS, JCT. RTE. 26 SOUTH",600,6700,5800,980,10500,9200,-120.8290487,38.19153432,-120.8290487,38.19153432
5733,5733,10,12, ,CAL, ,10.4, ,WEST JUNCTION LIME CREEK ROAD,770,9800,8000,870,10600,8000,-120.8208373,38.19349733,-120.8208373,38.19349733
5734,5734,10,12, ,CAL, ,13.872, ,"TOYON, JCT. RTE. 26 NORTH",950,11000,8000,720,7100,6300,-120.7644606,38.21186398,-120.7644606,38.21186398
5735,5735,10,12, ,CAL, ,18.201, ,"SAN ANDREAS, JCT. RTE. 49",1000,7400,7000, , , ,-120.6973611,38.20485107,-120.6973611,38.20485107
5736,5736,10,16, ,AMA,R,0, ,SACRAMENTO/AMADOR COUNTY LINE, , , ,600,6800,6100,-121.0271482,38.48084437,-121.0271482,38.48084437
5737,5737,10,16, ,AMA, ,9.093, ,JCT. RTE. 124 SOUTH,740,9600,8800,860,11100,10800,-120.8726334,38.45384327,-120.8726334,38.45384327
5738,5738,10,16, ,AMA, ,9.373, ,"CENTRAL HOUSE, JCT. RTE. 49",810,10500,10200, , , ,-120.867667,38.45488133,-120.867667,38.45488133
5739,5739,10,26, ,SJ, ,1.11, ,JCT. RTE. 99, , , ,2300,24700,23100,-121.2458,37.96991,-121.2458,37.96991
5740,5740,10,26, ,SJ, ,1.897, ,CARDINAL AVENUE,1300,16500,10200,1450,14000,12600,-121.2322441,37.97399822,-121.2323075,37.97390619
5741,5741,10,26, ,SJ,R,4.217, ,ALPINE RD,1050,10000,8100,970,9300,8100,-121.1945689,37.98802488,-121.1945604,37.98795327
5742,5742,10,26, ,SJ, ,6.85, ,JACKTONE ROAD,870,7700,6300,780,7700,6950,-121.1494924,38.00075871,-121.1494924,38.00075871
5743,5743,10,26, ,SJ, ,10, ,DUNCAN ROAD,970,7700,6800,1000,8900,7600,-121.0956423,38.01738117,-121.095642,38.01730048
5744,5744,10,26, ,SJ, ,10.7, ,MILL STREET,1000,8900,7300,1000,8900,7400,-121.0836849,38.02118011,-121.0836648,38.02113019
5745,5745,10,26, ,SJ, ,11.08, ,"LINDEN, FLOOD ROAD/FRONT STREET",590,6200,5500,670,6000,5400,-121.0772234,38.02322558,-121.0772234,38.02322558
5746,5746,10,26, ,SJ, ,15.06, ,ESCALON/BELLOTA ROAD,660,6600,5500,780,5900,5500,-121.0147055,38.0499267,-121.0147055,38.0499267
5747,5747,10,26, ,CAL,R,4.379, ,JENNY LIND ROAD,440,4450,2500,710,6600,6250,-120.877544,38.122708,-120.877544,38.122708
5748,5748,10,26, ,CAL, ,7.62, ,SILVER RAPIDS RD,760,10000,7400,760,9000,8500,-120.8464883,38.15921139,-120.8464221,38.15913069
5749,5749,10,26, ,CAL, ,8.53, ,LA CONTENTA COUNTRY CLUB ENTRANCE,850,12000,11800,1200,12100,11900,-120.8377426,38.17032342,-120.8377426,38.17032342
5750,5750,10,26, ,CAL, ,9.859, ,HOGAN DAM ROAD,1150,13000,11500,1100,12600,10800,-120.825637,38.185482,-120.825637,38.185482
5751,5751,10,26, ,CAL, ,10.435, ,"VALLEY SPRINGS, JCT. RTE. 12",1650,12000,11400,200,2200,1700,-120.8290431,38.19154147,-120.8290431,38.19154147
5752,5752,10,26, ,CAL, ,14.28, ,PALOMA RD LT,200,2100,1700,210,2600,1900,-120.7437048,38.25972926,-120.7437048,38.25972926
5753,5753,10,26, ,CAL, ,18.069, ,"MOKELUMNE HILL, JCT. RTE. 49",200,1850,1700,310,2550,2350,-120.70466,38.29781092,-120.70466,38.29781092
5754,5754,10,26, ,CAL, ,26.797, ,RIDGE ROAD,130,1400,1100,130,1000,740,-120.581967,38.34609029,-120.581967,38.34609029
5755,5755,10,26, ,CAL, ,32.65, ,"GLENCO, ASSOCIATED OFFICE ROAD",160,1000,750,90,880,750,-120.532901,38.38016743,-120.532901,38.38016743
5756,5756,10,26, ,CAL,R,33.564, ,RAILROAD FLAT ROAD,90,820,780,200,1700,1550,-120.527393,38.38905458,-120.527393,38.38905458
5757,5757,10,26, ,CAL, ,34.77, ,WINTON ROAD,210,1600,1400,200,2150,1800,-120.5251244,38.40246979,-120.5251244,38.40246979
5758,5758,10,26, ,CAL, ,34.885, ,MAIN ST,200,1600,1350,230,1800,1650,-120.5269559,38.40343628,-120.5269559,38.40343628
5759,5759,10,26, ,CAL, ,38.325, ,CALAVERAS/AMADOR COUNTY LINE,180,1950,1550, , , ,-120.5412445,38.4228315,-120.5412445,38.4228315
5760,5760,10,26, ,AMA, ,0, ,CALAVERAS/AMADOR COUNTY LINE, , , ,180,1950,1550,-120.5412445,38.4228315,-120.5412445,38.4228315
5761,5761,10,26, ,AMA, ,4.644, ,JCT. RTE. 88,310,2600,2300, , , ,-120.610164,38.4156,-120.610164,38.4156
5762,5762,10,33, ,MER,L,1.232, ,FRESNO/MERCED COUNTY LINE,310,4150,3400, , , ,-120.635615,36.96911117,-120.635615,36.96911117
5763,5763,10,33, ,MER,R,0, ,FRESNO/MERCED COUNTY LINE, , , ,310,4150,3400,-120.635615,36.96911117,-120.635615,36.96911117
5764,5764,10,33, ,MER,R,1.17, ,"DOS PALOS, BLOSSOM STREET",730,9450,7600,810,7600,6100,-120.6355702,36.98590803,-120.6355702,36.98590803
5765,5765,10,33, ,MER, ,1.888, ,CARMELLIA AVENUE,620,6600,6000,520,6600,5850,-120.635636,36.996329,-120.635636,36.996329
5766,5766,10,33, ,MER,R,5.635, ,EAST JCT. RTE. 152,680,8200,6500,680,7800,6800,-120.6355472,37.05053984,-120.6355472,37.05053984
5767,5767,10,33, ,MER,R,13.238, ,WEST JCT. RTE 152,680,7800,6800,1100,13300,11300,-120.6355551,37.05119765,-120.6355551,37.05119765
5768,5768,10,33, ,MER,R,15.6, ,VERA CRUZ DRIVE,1200,12400,11800,910,12700,10400,-121.0159872,37.09098282,-121.0159872,37.09098282
5769,5769,10,33, ,MER,R,16.258, ,"CENTINELLA, HENRY MILLER ROAD",1050,13300,10400,1200,12700,10100,-121.0158829,37.10065897,-121.0157616,37.10066115
5770,5770,10,33, ,MER,R,16.643, ,JCT. RTE. 5,1200,14200,12900,1350,15300,14200,-121.0157829,37.10612992,-121.0156773,37.10638745
5771,5771,10,33, ,MER, ,17.27, ,MC CABE ROAD,470,5800,5700,450,5600,5500,-121.0156,37.11520861,-121.0156,37.11520861
5772,5772,10,33, ,MER, ,27.111, ,NORTH JCT. RTE. 140 EAST,710,9400,7600,800,9900,8850,-121.0128187,37.24580202,-121.0128187,37.24580202
5773,5773,10,33, ,MER, ,30.302, ,MERCED/STANISLAUS COUNTY LINE,590,6400,6350, , , ,-121.0163628,37.30433434,-121.0163628,37.30433434
5774,5774,10,33, ,STA, ,0, ,MERCED/STANISLAUS COUNTY LINE, , , ,590,6400,6350,-121.0163628,37.30433434,-121.0163628,37.30433434
5775,5775,10,33, ,STA, ,0.68, ,"NEWMAN, MERCED STREET",780,9600,9000,720,9200,8400,-121.0206048,37.31373787,-121.0206048,37.31373787
5776,5776,10,33, ,STA, ,0.95, ,"NEWMAN, DRISKELL ROAD/KERN STREET",710,9200,9100,750,7300,7250,-121.02204,37.317479,-121.02204,37.317479
5777,5777,10,33, ,STA, ,2.06, ,STUHR ROAD,780,8900,8400,430,4500,4400,-121.027374,37.332972,-121.027374,37.332972
5778,5778,10,33, ,STA, ,4.82, ,J.T. CROW RD RT,470,5800,5500,510,5800,5500,-121.0507402,37.3679289,-121.0507402,37.3679289
5779,5779,10,33, ,STA, ,6.838, ,"CROWS LANDING, CROWS LANDING/FINK ROADS",560,6200,6000,330,4900,4600,-121.0711502,37.39255546,-121.0711502,37.39255546
5780,5780,10,33, ,STA, ,7.04, ,"CROWS LANDING, 4TH STREET",390,4250,3750,430,4550,3950,-121.0730217,37.39486993,-121.0730217,37.39486993
5781,5781,10,33, ,STA, ,12.571, ,"PATTERSON, SPERRY ROAD",610,6700,4900,570,6600,5500,-121.1232803,37.46435075,-121.1232803,37.46435075
5782,5782,10,33, ,STA, ,13.1, ,SALADO AVENUE/EL CIRCULO,810,8800,6900,850,9600,6700,-121.1282391,37.47107489,-121.1282391,37.47107489
5783,5783,10,33, ,STA, ,13.18, ,LAS PALMAS AVENUE,90,6200,6100,510,6500,6400,-121.1289794,37.47208554,-121.1289794,37.47208554
5784,5784,10,33, ,STA, ,13.26, ,DEL PUERTO AVENUE/EL CIRCULO,540,6000,4500,650,7200,5400,-121.1296334,37.47326427,-121.1296334,37.47326427
5785,5785,10,33, ,STA, ,14.52, ,WARD AVENUE,600,6400,5800,560,5600,5500,-121.1407869,37.48895013,-121.1407869,37.48895013
5786,5786,10,33, ,STA, ,16.43, ,BALDWIN RD-LT,450,4850,4800,420,4500,3900,-121.1584295,37.51274612,-121.1584295,37.51274612
5787,5787,10,33, ,STA, ,19.55, ,"WESTLEY, GRAYSON/HOWARD ROADS",400,4200,3800,310,3200,3100,-121.195991,37.546363,-121.195991,37.546363
5788,5788,10,33, ,STA, ,19.92, ,"WESTLEY, E STREET",270,3200,3000,220,2750,2500,-121.200557,37.550216,-121.200557,37.550216
5789,5789,10,33, ,STA, ,27.086, ,STANISLAUS/SAN JOAQUIN COUNTY LINE,610,6400,6350, , , ,-121.2855246,37.62900643,-121.2855246,37.62900643
5790,5790,10,33, ,SJ, ,0, ,STANISLAUS/SAN JOAQUIN COUNTY LINE, , , ,610,6400,6350,-121.2855246,37.62900643,-121.2855246,37.62900643
5791,5791,10,33, ,SJ, ,0.818, ,"VERNALIS, JCT. RTE. 132",240,3600,2900,290,3650,3600,-121.2953093,37.63795356,-121.2953093,37.63795356
5792,5792,10,33, ,SJ, ,3.51, ,"NEW JERUSALEM, DURHAM FERRY ROAD",270,3450,3400,980,5400,4800,-121.3274779,37.66730828,-121.3274779,37.66730828
5793,5793,10,33, ,SJ, ,4.826, ,JCT. RTE. 5,980,5400,4800, , , ,-121.3432597,37.68159919,-121.343212,37.68172116
5794,5794,10,49, ,MPA, ,0.332, ,MADERA/MARIPOSA COUNTY LINE, , , ,380,3850,3550,-119.7303841,37.41704215,-119.7303841,37.41704215
5795,5795,10,49, ,MPA, ,6.099, ,TRIANGLE RD RT,430,4200,3800,430,3800,3500,-119.793893,37.46173366,-119.793893,37.46173366
5796,5796,10,49, ,MPA, ,9.737, ,WOODLAND/HIRSCH ROADS,480,4700,4250,510,4950,4500,-119.8527428,37.44946978,-119.8527428,37.44946978
5797,5797,10,49, ,MPA, ,12.549, ,BOOTJACK ROAD,870,6400,5700,700,5100,4500,-119.895964,37.46293096,-119.895964,37.46293096
5798,5798,10,49, ,MPA, ,16.7, ,"MORMON BAR, BEN HUR ROAD",880,6500,5800,1150,9000,8250,-119.9463658,37.46198846,-119.9463201,37.46205128
5799,5799,10,49, ,MPA, ,18.51, ,"MARIPOSA, JCT. RTE. 140",1200,10000,8500,780,6900,6300,-119.9637752,37.48314131,-119.9637752,37.48314131
5800,5800,10,49, ,MPA, ,18.61, ,JOE HOWARD ROAD,780,7600,5100,660,8700,4650,-119.9746648,37.492848,-119.9746657,37.49291905
5801,5801,10,49, ,MPA, ,20.51, ,WHITLOCK RD RT,330,3200,2700,340,3350,2300,-120.0031281,37.50698445,-120.0031281,37.50698445
5802,5802,10,49, ,MPA, ,22.99, ,"MOUNT BULLION, CATHAY WAY",240,1900,1500,190,1150,1100,-120.0437362,37.50708445,-120.0437362,37.50708445
5803,5803,10,49, ,MPA, ,29.45, ,"BEAR VALLEY, BEAR VALLEY ROAD",120,870,860,130,770,510,-120.1194195,37.56930379,-120.1194195,37.56930379
5804,5804,10,49, ,MPA, ,44.67, ,"COULTERVILLE, JCT. RTE. 132 WEST",170,1200,690,90,840,670,-120.1969676,37.71038675,-120.1969676,37.71038675
5805,5805,10,49, ,MPA, ,48.835, ,MARIPOSA/TUOLUMNE COUNTY LINE,110,1050,830, , , ,-120.2454052,37.75059835,-120.2454052,37.75059835
5806,5806,10,49, ,TUO, ,0, ,MARIPOSA/TUOLUMNE COUNTY LINE, , , ,110,1050,830,-120.2454052,37.75059835,-120.2454052,37.75059835
5807,5807,10,49, ,TUO,R,8.779, ,JCT. RTE. 120,130,1050,850,160,1900,1100,-120.3117628,37.81478929,-120.3117628,37.81478929
5808,5808,10,49, ,TUO,R,10.124, ,SIMMS RD,160,1900,1100,260,2500,1400,-120.4455187,37.89131277,-120.4455187,37.89131277
5809,5809,10,49, ,TUO,R,11.587, ,SOUTH JCT. RTE. 108,240,2650,2500,1500,18500,16900,-120.4524196,37.90928756,-120.4524196,37.90928756
5810,5810,10,49, ,TUO, ,14.34, ,"JAMESTOWN, SOUTH JUNCTION MAIN STREET",1550,19200,15600,2150,18500,15600,-120.4247265,37.95043284,-120.4247265,37.95043284
5811,5811,10,49, ,TUO, ,14.742, ,RAWHIDE ROAD/HUMBUG STREET,2150,18500,16900,2300,18700,18500,-120.4226966,37.95605185,-120.4226363,37.95603314
5812,5812,10,49, ,TUO, ,16.48, ,"SONORA, EAST JCT. RTE. 108",2700,23000,22000,1200,12600,11900,-120.3939621,37.96516654,-120.3939621,37.96516654
5813,5813,10,49, ,TUO, ,17.35, ,"SONORA, FAIRVIEW LANE",1850,20600,17600,1000,11500,10700,-120.390537,37.97817733,-120.3904804,37.97811652
5814,5814,10,49, ,TUO, ,17.481, ,"SONORA, SOUTHGATE DRIVE",1000,11500,10700,1000,11500,10900,-120.3892355,37.97976346,-120.3891772,37.97970454
5815,5815,10,49, ,TUO, ,17.965, ,"SONORA, JCT. RTE. 108U",1250,12600,11500,1700,19300,18300,-120.3821981,37.98290107,-120.3821981,37.98290107
5816,5816,10,49, ,TUO, ,18.22, ,"SONORA, DODGE STREET",1700,19600,18500,1950,19800,19400,-120.3839671,37.98615152,-120.3839671,37.98615152
5817,5817,10,49, ,TUO, ,18.49, ,"SONORA, WASHINGTON STREET/ SHAWS FLAT ROAD",1600,16500,16100,1650,17700,15400,-120.384528,37.99000033,-120.384528,37.99000033
5818,5818,10,49, ,TUO, ,20.4, ,COLUMBIA WYE,1350,15200,13300,570,5100,4800,-120.3962204,38.01395059,-120.3962204,38.01395059
5819,5819,10,49, ,TUO, ,23.709, ,RAWHIDE ROAD,510,5000,3600,460,6000,5400,-120.441737,37.98848288,-120.441737,37.98848288
5820,5820,10,49, ,TUO, ,24.81, ,TUTTLETOWN,460,4800,4700,590,4400,4050,-120.4616962,37.99098845,-120.4616962,37.99098845
5821,5821,10,49, ,TUO,R,27.521, ,TUOLUMNE/CALAVERAS COUNTY LINE,570,4950,4500, , , ,-120.5002199,38.00438784,-120.5002199,38.00438784
5822,5822,10,49, ,CAL,R,0, ,TUOLUMNE/CALAVERAS COUNTY LINE, , , ,570,4950,4500,-120.5002199,38.00438784,-120.5002199,38.00438784
5823,5823,10,49, ,CAL, ,6.52, ,"ANGELS CAMP, SOUTH CITY LIMITS",830,6900,6500,830,6900,6500,-120.5359604,38.05900117,-120.5359604,38.05900117
5824,5824,10,49, ,CAL, ,6.66, ,"ANGELS CAMP, CENTENNIAL RD",830,6900,6500,660,8900,7000,-120.5367627,38.06097178,-120.5367627,38.06097178
5825,5825,10,49, ,CAL, ,7.21, ,"ANGELS CAMP, SOUTH JCT. RTE. 4",840,10900,9300,1300,7100,6000,-120.539072,38.06820942,-120.539072,38.06820942
5826,5826,10,49, ,CAL, ,8.33, ,MURPHYS GRADE ROAD,1350,6800,5800,1650,6700,5650,-120.5543761,38.07938581,-120.5543353,38.07942067
5827,5827,10,49, ,CAL, ,8.667, ,NORTH JCT. RTE. 4,1200,10900,9600,990,9200,8200,-120.5588249,38.08245896,-120.558798,38.08250148
5828,5828,10,49, ,CAL, ,9.42, ,"NORTH ANGELS CAMP, COPELLO DRIVE",810,8100,7700,720,7500,7100,-120.5709775,38.08767052,-120.5709775,38.08767052
5829,5829,10,49, ,CAL, ,14.2, ,FRICOT ROAD,780,7500,6800,700,6900,6600,-120.6349596,38.13256459,-120.6349596,38.13256459
